date,symbol,marketcapname,sector
23-09-2025,JSWSTEEL,Largecap,Metals & Mining
23-09-2025,ASHOKLEY,Largecap,Auto
23-09-2025,CANBK,Largecap,Bank
24-09-2025,MARUTI,Largecap,Auto
24-09-2025,INDIANB,Largecap,Bank
26-09-2025,LT,Largecap,Realty
29-09-2025,BRITANNIA,Largecap,FMCG
29-09-2025,IOC,Largecap,Energy
29-09-2025,BANKBARODA,Largecap,Bank
29-09-2025,IGL,Largecap,Energy
29-09-2025,FORTIS,Largecap,Healthcare
29-09-2025,LTF,Largecap,Financials
29-09-2025,IDFCFIRSTB,Largecap,Bank
29-09-2025,ABCAPITAL,Largecap,Financials
29-09-2025,AMBER,Largecap,Consumer Discretionary
30-09-2025,BANKINDIA,Largecap,Bank
30-09-2025,NATIONALUM,Largecap,Metals & Mining
30-09-2025,INDIANB,Largecap,Bank
01-10-2025,YESBANK,Largecap,Bank
01-10-2025,APLAPOLLO,Largecap,Industrials
01-10-2025,ABCAPITAL,Largecap,Financials
01-10-2025,NYKAA,Largecap,I.T
03-10-2025,HEROMOTOCO,Largecap,Auto
03-10-2025,TATASTEEL,Largecap,Metals & Mining
03-10-2025,BANKBARODA,Largecap,Bank
06-10-2025,BAJFINANCE,Largecap,Financials
06-10-2025,APOLLOHOSP,Largecap,Healthcare
06-10-2025,CHOLAFIN,Largecap,Financials
06-10-2025,DELHIVERY,Largecap,Transportation
06-10-2025,FORTIS,Largecap,Healthcare
06-10-2025,IDFCFIRSTB,Largecap,Bank
06-10-2025,POLYCAB,Largecap,Industrials
06-10-2025,NYKAA,Largecap,I.T
06-10-2025,PAYTM,Largecap,I.T
07-10-2025,IGL,Largecap,Energy
08-10-2025,360ONE,Largecap,Financials
09-10-2025,HINDZINC,Largecap,Metals & Mining
09-10-2025,VEDL,Largecap,Metals & Mining
09-10-2025,ZYDUSLIFE,Largecap,Healthcare
09-10-2025,GMRAIRPORT,Largecap,Miscellaneous
09-10-2025,MCX,Largecap,Financials
09-10-2025,LAURUSLABS,Largecap,Healthcare
10-10-2025,SBIN,Largecap,Bank
10-10-2025,CUMMINSIND,Largecap,Industrials
10-10-2025,MARUTI,Largecap,Auto
10-10-2025,YESBANK,Largecap,Bank
10-10-2025,LAURUSLABS,Largecap,Healthcare
13-10-2025,ADANIPORTS,Largecap,Transportation
15-10-2025,BAJFINANCE,Largecap,Financials
15-10-2025,LT,Largecap,Realty
15-10-2025,NESTLEIND,Largecap,FMCG
15-10-2025,SRF,Largecap,Chemicals
15-10-2025,IIFL,Largecap,Financials
15-10-2025,BAJAJFINSV,Largecap,Financials
15-10-2025,ADANIENSOL,Largecap,Power & Utilities
15-10-2025,AUBANK,Largecap,Bank
15-10-2025,ICICIGI,Largecap,Financials
15-10-2025,HAL,Largecap,Aerospace & Defence
15-10-2025,HDFCAMC,Largecap,Financials
15-10-2025,360ONE,Largecap,Financials
16-10-2025,BHARATFORG,Largecap,Industrials
16-10-2025,NESTLEIND,Largecap,FMCG
16-10-2025,TATACONSUM,Largecap,FMCG
16-10-2025,BRITANNIA,Largecap,FMCG
16-10-2025,SRF,Largecap,Chemicals
16-10-2025,MOTHERSON,Largecap,Auto
16-10-2025,HDFCAMC,Largecap,Financials
17-10-2025,M&M,Largecap,Auto
17-10-2025,BHARTIARTL,Largecap,Telecom-Service
17-10-2025,MUTHOOTFIN,Largecap,Financials
17-10-2025,APLAPOLLO,Largecap,Industrials
17-10-2025,BDL,Largecap,Aerospace & Defence
20-10-2025,SBIN,Largecap,Bank
20-10-2025,FEDERALBNK,Largecap,Bank
20-10-2025,BANKBARODA,Largecap,Bank
20-10-2025,BANKINDIA,Largecap,Bank
20-10-2025,PNB,Largecap,Bank
20-10-2025,UNIONBANK,Largecap,Bank
20-10-2025,SAMMAANCAP,Midcap,Financials
20-10-2025,IDFCFIRSTB,Largecap,Bank
20-10-2025,RBLBANK,Midcap,Bank
20-10-2025,AUBANK,Largecap,Bank
21-10-2025,NUVAMA,Largecap,Financials
23-10-2025,CUMMINSIND,Largecap,Industrials
23-10-2025,BHARATFORG,Largecap,Industrials
23-10-2025,SHRIRAMFIN,Largecap,Financials
23-10-2025,AXISBANK,Largecap,Bank
23-10-2025,IGL,Largecap,Energy
23-10-2025,IDEA,Largecap,Telecom-Service
24-10-2025,BLUESTARCO,Largecap,Consumer Discretionary
24-10-2025,CUMMINSIND,Largecap,Industrials
24-10-2025,CHOLAFIN,Largecap,Financials
24-10-2025,NATIONALUM,Largecap,Metals & Mining
24-10-2025,SAMMAANCAP,Midcap,Financials
